Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bolivia,BOL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.962986251,0.175169014,1.259958126,0.364039245,2.105030219,2.56024772,-0.296339656,-0.037162633,0.30584293,0.775967188,1.056092431,1.310031312,0.555318908,0.129294229,0.113464978,0.185967742,0.252564571,0.876273749,-0.219679273,-0.517390531,0.558798941,0.973188205,1.649577695,2.158787923,2.176812386,5.847960416,6.409399225,9.218070401,11.17152807,12.19664624,8.768309973,8.668605694,8.557893506,2.442343967,0.745772609,-2.498868245,2.451687561,2.791853857,3.072610748,2.439678146,3.165428676,3.584422514,3.913550146,5.706622119,1.989824856,1.68072788,0.988080149,1.899493281,0.750524781,-0.529735011,-3.083516483,1.444277611,-0.027119707
Bosnia and Herzegovina,BIH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.621086401,3.772320186,2.62359146,2.042804259,3.979797534,4.49216829,8.758860397,5.558444017,6.575773589,11.67376419,5.257486278,0.786371182,2.584024491,2.529527381,2.275398813,1.723379382,2.935902623,2.335293029,1.829756975,2.77975919,2.937813584,2.186613775,2.140872932,2.699249829,2.635872819
Botswana,BWA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.022872513,-10.77479972,3.02936631,2.708745323,6.912772275,15.59413989,10.51482628,8.235945532,2.07645601,2.029786055,5.009154235,4.809166547,5.05559969,5.779664159,1.509574837,1.367978161,2.529653463,-0.20826149,-0.037723339,-6.897608753,-0.332324637,1.488463067,1.46835552,1.994112587,1.98974017,0.668732763,0.987700169,0.558884524,7.501518584,5.565281275,4.363836574,4.242949051,4.908814694,4.68081345,4.854404973,2.062560052,1.728061348,1.94040749,1.050401065,0.470417841,3.330197309,2.797732675,0.944944846,1.617960877,1.678933864,0.559653481,0.212513308,-1.70280583,1.063392424
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265745409,0.214091608,0.270782603,0.527662776,0.294773777,0.562400712,0.63158602,1.475965411,2.150453059,3.340888093,4.733770227,5.033916805,4.147593774,3.253580613,1.813400524,2.713531663,1.733893546,1.753125703,3.190826013,2.990609469,1.888482241,3.730012883,3.915180114,3.754962856,3.041509016,3.57135267,3.592149318,4.137378039,3.338259817,4.077486681,3.692673213,2.559860524,2.815132705,4.765496835
British Virgin Islands,VGB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,47.76106286,-8.884916736,-1.395746647,0.066959823,0.193742197,0.072755017,-2.170709291,-0.189874752,0.235375391,0.012482907,-0.397053523,-0.254452902,0.145630982,0.094157252,0.021149735,0.104156834,-0.256510878,-0.002541309,0.017096024,0.334948649,0.198836092,0.135070367,0.167318694,0.194849683,0.144107721,12.30983984,12.77696933,13.50197956,14.15032959,16.25760209,9.158163892,1.083635801,3.930472035,1.88826313,1.438045612,1.83675167,0.765785259,2.103547445,1.543652099,3.033626325,3.507060028,3.730987742,4.540557525,4.286659735,3.356607958,1.324712347,-1.32056727,3.858183171,3.804857316,2.771180079,4.710575653,1.461817222,-1.752933706
Bulgaria,BGR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.019387274,0.510803242,0.400946215,0.369274005,1.086887367,0.476002813,0.886541779,4.460890047,3.57471418,6.008428853,7.56080762,5.731626859,5.515194615,9.916258528,11.74623865,13.72047901,22.90387835,31.22753188,18.89976381,7.490157326,3.63054819,3.64377871,3.293739964,3.561261162,1.913300244,4.371782627,2.758177704,3.38441835,2.726919382,3.224763969,5.10816175,2.973923844,3.560339086
Burkina Faso,BFA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.087259222,0.207292045,-0.120982616,0.65207059,0.355462797,0.03191582,0.209923281,0.439346764,0.078612955,0.085216844,0.001036957,0.136836472,0.111145937,0.123728455,0.114392947,-0.092109898,0.154200993,0.056122052,0.141817377,0.216777278,0.014832486,0.018181554,0.092741653,0.099338805,0.969328505,0.412551105,0.627288499,0.398984037,0.157122695,0.233833746,0.778458204,0.196436736,0.41481589,0.614299293,0.263190307,0.848145875,1.280645787,0.284717939,0.351169723,0.59946894,0.38449222,1.190744934,2.621459905,3.647667731,2.562551548,1.959927157,3.043803499,0.018237034,1.689199429,1.016478737,-0.557279534,-0.407059529,0.644500968
Burundi,BDI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.041197603,,0.166123341,0.144575222,0.063719451,0.076011909,0.017840706,-0.045659135,0.14584771,-0.038338821,0.500148584,1.143391787,0.088825529,0.280720857,0.120549786,0.046832717,0.12682003,0.120879772,0.110552499,0.050921501,0.11089421,0.076452053,0.055407891,0.050464886,0.000427861,0.198107378,0,0,0,-0.058805185,1.342151992,-0.001304856,0,0,0.004882857,0.052340421,0.002481105,0.036885807,0.237816297,0.0195573,0.038411913,0.150056711,0.025925039,4.761250642,3.021202634,1.598672973,0.002095693,0.01161973,0.036883387,0.040556948,0.329176288,0.357862404,0.385886718
Cabo Verde,CPV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-0.004581235,1.184316386,0.226217656,0.065067933,0.082309761,0.545399203,0.126125689,0.743054427,0.523498436,5.37425869,5.683104752,2.359642569,1.301706826,9.10423779,6.342824223,1.600131126,2.378544877,4.822134152,7.312720062,8.281227111,11.87643173,11.62474734,10.76247535,6.802418631,6.368021378,4.99538224,6.691298,4.401250115,8.844073221,5.490245133,6.828451179,5.594696735,4.69595736,5.457887557,3.714335613,4.581254523,5.495886335
Cambodia,KHM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.013919799,-0.028868616,-0.001978046,0.027030905,0.229418644,,,,,,,,,,,,,,,,,,,2.13614124,2.46826429,4.382185009,8.372554207,5.915641749,3.713331177,2.906419522,3.237754226,3.676756427,3.056850915,1.751316579,2.461977045,6.025383906,6.64242251,10.03894959,7.874680991,8.92527252,12.49138109,11.99484384,14.14572541,13.58334609,11.09689482,10.09866353,12.36922137,12.57184968,13.07449807,13.52202096,14.0094821,12.92034311,12.12964582
Cameroon,CMR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.38983355,0.137435776,0.220256682,0.163038331,1.001197946,0.94853502,0.565889944,0.256594726,0.86960653,1.049162061,1.945114195,2.047984912,1.685615613,3.112299603,0.241627538,3.700831637,-0.764946678,0.888344946,0.754838562,-0.778514699,-0.916249105,-0.122447756,0.24191782,0.031644987,0.041273156,0.139033996,0.941242104,1.386672915,0.488852765,0.30270039,1.511444733,-0.106526708,4.068984591,2.096943831,0.361118041,1.248608313,0.282739555,0.792290666,0.075754668,2.671669502,1.949523867,2.132703913,1.748840476,1.622968063,1.994843277,2.15564021,1.963349435,2.256209759,1.913981676,2.583196406,1.655956147,2.141489409,2.035888593
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.071743858,2.282300313,1.860393405,2.416868945,2.313486932,1.941398989,1.182371858,1.588048428,1.704973109,2.176273141,2.11563483,0.216022152,0.028622874,1.350984397,1.590964034,0.343202681,0.71494162,1.98490567,1.412776248,1.264368354,1.409503772,0.573724263,1.180751906,0.721601695,1.645162877,2.253873035,1.398281933,2.317969735,3.939938217,4.04710364,9.171024287,3.841921293,3.219147678,0.782967555,0.141465896,2.178163809,4.87410129,8.200559049,4.515137142,1.524131181,1.837256387,2.137833108,2.700169009,3.629803984,3.55390337,3.853894537,2.238350121,1.53752072,2.469312073,2.80676687,1.835165266,3.224304631,2.484647457
Cayman Islands,CYM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.9341353,631.6340942,426.4272215,474.0634781,504.3724813,743.7007031,500.8059213,792.3198019,1009.031051,1709.827232,54.67627932,48.51588184,3.139944771,18.18308732,109.2753087,429.52032,359.2496711
Central African Republic,CAF,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.634562966,0.347479385,0.651273787,-0.073750913,2.061132402,1.478899186,0.820121869,-0.560847321,0.99651151,3.24751492,0.670427597,0.832097468,1.223260839,0.678485185,0.807319718,0.34590588,0.727137995,0.990740893,-0.30258953,0.104157669,0.048437878,-0.353864327,-0.756175029,-0.780440923,0.423212351,0.555910266,1.084111103,0.15968409,0.75470942,0.598007105,0.096978287,0.555825503,0.566656662,0.989218808,1.186770557,0.75491759,2.37163652,3.338605889,5.874863879,2.045098915,2.871289223,1.513893258,2.79010468,0.109532621,0.183395786,0.176904972,0.397590046,0.332412551,0.810612539,1.152529677,0.074669885,0.214980475,1.009298007
Chad,TCD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.127859052,0.059776826,-0.017081533,0.942522369,2.114836236,2.347900831,3.094527556,2.261540961,3.064497218,-0.128445565,-0.041626234,-0.012543653,-0.014382111,-0.010811904,0.999480829,5.193269449,2.640921063,0.701554073,0.086958695,1.307072838,0.540663174,0.225850606,0.104193926,1.03611068,2.294781132,2.25542025,2.455363644,2.867497856,1.243509194,1.598057794,8.294696425,26.8795144,46.27524128,25.98292033,10.55411996,-1.494028047,-3.747815168,-3.718495699,4.484687849,4.035205713,2.933979769,2.315912317,4.688089521,4.015898029,-4.845830253,5.110702972,2.423128322,3.633673059,4.100752937,5.007878013,5.204590676,5.985584691,4.833212094
Channel Islands,CHI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.134840862,-0.174419276,-0.009295326,-0.028526616,0.014250732,0.656032807,-0.009672467,0.150369532,1.131813181,1.118951089,0.733554183,1.109827162,2.053325904,0.662999165,0.396507319,0.814441534,1.669567412,4.002115946,3.71660685,4.287374627,1.995302966,2.173798841,2.037231716,2.098508847,4.530111168,4.026151243,6.1267051,6.148020749,5.64436806,11.59191395,6.203767083,5.867660958,3.62905823,5.263906449,6.860645991,6.101851537,4.931108234,7.811859482,10.26884808,8.065720919,7.38060072,10.1697363,11.90974499,7.613963994,9.835003707,7.327803487,4.557074879,1.8964703,2.684613454,4.874065038,4.502272673,5.032839492,6.931292094
China,CHN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,3.03362E-05,0.018617393,0.091512925,0.151446487,0.208696403,0.400983592,0.535444898,0.623930574,0.70745184,0.783141287,0.743607471,0.883756389,1.056182715,2.262251841,4.444268949,5.987186165,4.8808632,4.651812663,4.725343843,4.435501024,3.748958593,3.475125903,3.512988538,3.609081135,3.487418899,3.483641535,4.554263482,4.508600503,4.400983342,3.733610711,2.568894307,4.003544569,3.708806517,2.827105336,3.039854863,2.55924761,2.192177731,1.555636999,1.349123696,1.693894284,1.310715932,1.723175549,1.930786223,1.002979243
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.597358249,0.551483875,0.212850956,0.231127905,0.33055507,0.282997832,0.162957709,0.333830473,0.459947751,0.454538764,0.470461794,0.728254722,0.939231233,1.595669579,1.526672828,2.931700875,1.928883735,0.877016762,0.517691402,1.456749701,1.04506114,0.920464273,1.247892707,1.44281755,1.770379355,1.046930227,3.202849248,5.215075278,2.872302624,1.747711547,2.439507479,2.588519363,2.178447514,1.817839311,2.660834888,7.029794013,4.172385101,4.308676807,4.356278346,3.456270652,2.244335956,4.37269536,4.057280412,4.24252458,4.241072567,3.959398548,4.901645729,4.393182328,3.380835732,4.330582409,2.760910075,3.001877754,4.909098025
Comoros,COM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0.081517746,0,0,0,0,2.235848501,1.056676273,0.956551274,0.091476447,0.590924667,-0.316356368,0.042109203,0.055676774,0.223239724,0.128770382,0.005487787,0.103812293,0.070858011,0.026666579,0.302742032,0.101046753,0.145047572,0.106131276,0.085473722,0.111452574,0.966721984,0.507893616,1.52866108,0.919669859,2.259676545,1.021338184,0.379103478,0.40749904,0.511029839,0.352458396,0.363776536,0.477150092,0.359894031,0.316385475,0.310531969,0.310604935
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,-0.34298579,1.157149143,0.069004244,-0.76766374,-0.042791974,-0.069258266,-0.154995461,,-0.008248588,0.063800149,-0.02577109,-0.396036684,0.429527589,-0.728142744,0.986360811,0.236879335,0.493452281,1.374284769,2.149379761,4.377642382,3.97216286,1.50445262,1.772085123,10.80236746,8.726273541,-1.30413525,12.7160135,6.176624593,9.866868879,5.194611611,4.176029529,3.07434209,2.510784036,2.756443314,2.959042579,2.60931448,3.075078475,3.032206389,2.851996386
"Congo, Rep.",COG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.854810488,15.11821299,16.1443784,12.60209534,7.875433069,2.007553929,0.31541994,0.259574128,0.460917801,1.374901959,2.346836843,1.547166331,1.63605634,2.673923924,1.593218571,0.587247631,1.213436654,1.890931883,0.41107739,-0.298176845,0.80577365,1.202029009,0.09337963,10.65647672,0.168987137,5.329956449,2.457105485,-2.118241498,-8.703069305,-2.900434691,-3.040392584,-4.844261093,6.594565067,6.280145682,1.901620652,12.04984558,18.44598012,16.21655503,16.72100182,12.22888625,11.57729522,1.907834795,-0.391399398,10.46210101,16.13408241,34.41815725,0.462972789,37.32298381,29.20879627,-10.21473731,-17.29223612,3.588235801,3.365090495
Costa Rica,CRI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.675081553,2.051715223,2.087298575,2.465783419,2.778803857,3.519980417,2.567899968,2.034222448,1.379424344,1.07792818,1.088700755,2.652638078,1.108713989,1.928960466,1.52712302,1.783525448,1.380407844,1.771472523,2.648099689,1.929146885,2.845043463,2.479059971,2.638940844,2.574385742,2.837856817,2.909679642,3.655886971,3.245762233,4.490562018,4.345668348,4.8184645,3.892336175,4.36202694,4.483539703,5.823126533,7.628435395,7.928504331,8.337426092,7.909007193,5.251510672,5.063711991,6.391725396,5.708661249,6.291277352,6.23293661,5.236394577,4.452962118,4.833275221,4.829438721,4.220940167,3.370435233,5.530729864,5.142651036
Cote d'Ivoire,CIV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.109265736,0.991081203,1.011138525,2.033151187,1.061836569,1.773570934,0.960520872,0.233836241,1.054486713,0.817571256,0.930262945,0.388374155,0.627320001,0.548829861,0.317760103,0.417905703,0.772523107,0.867496011,0.504135972,0.189496995,0.44863931,0.176551431,0.61915199,1.585708264,1.41381793,1.925072951,1.489636728,2.302018233,3.874171771,1.247145675,1.415781944,1.622077259,1.177444909,0.778244321,1.203627827,1.452181083,1.3882318,1.543116649,1.374418809,1.173390787,1.026062392,0.822954277,0.90973711,0.953203642,0.89952892,1.079141547,1.193758009,1.856734863,1.059986997,1.417199805,1.131922132,1.939025596,2.261816176
Croatia,HRV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.474368824,2.039662505,2.467729713,3.878958937,6.120033886,4.587115855,4.495267717,3.665489117,5.237392588,3.139819775,4.030461593,6.746982656,7.831881981,7.661538535,4.94412822,2.626768765,1.990841451,2.554461845,1.623798292,5.358431155,0.069169311,0.807002327,0.805088482,2.138483672,6.410826148,2.163028129,6.745948105,5.124677529
Cuba,CUB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.406143866,2.31350889,-0.049722953,2.265017027,4.787392095,4.399915053,5.692611313,4.166441131,6.71586643,6.145348247,5.318320216,4.574681107
Cyprus,CYP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,3.694520242,5.624094962,5.634767587,5.915417316,5.473127837,3.944341502,3.751128829,3.312311875,3.16417924,2.312588103,2.384543688,1.498648702,1.402624241,1.45246338,1.528434055,2.264577222,1.417992935,1.554380411,1.265998554,1.012349392,2.447735398,2.334711925,5.724021703,3.370192499,7.744916953,8.560861195,9.085903295,9.662239119,6.2427114,6.459619626,6.303627116,9.325550995,9.573441368,44.16386872,249.1080486,120.5959611,146.729405,280.1455104,108.6482007,223.4367081,145.9520888,40.60622137,62.99143533,-4.34995322,203.6254334,-103.1566865,-113.1387023,38.05855422
Czechia,CZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.601004351,1.835377217,4.268803449,2.129880142,2.068976481,5.538559714,9.685888309,8.066031086,8.318641595,10.33701023,2.019448799,5.361178046,10.01153358,4.564069806,7.26437054,3.722457494,2.541341419,4.863365019,1.824658745,4.516567468,3.47571024,3.863539823,0.90405097,5.528352754,5.138725412,3.343233058,4.257453319,3.461936004,4.574645869,3.623873195
Denmark,DNK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.609061276,0.654939538,0.70591132,0.689865528,0.702566964,0.659532876,-0.426902642,0.152256173,0.148211614,0.318182752,0.146384533,0.160726832,0.221559005,0.099152471,-0.025982202,0.177315602,0.185364032,0.077376286,0.435591271,0.969284583,0.818928446,1.115114973,0.665324523,1.196102293,3.205751697,2.237442892,0.412212569,1.608683422,3.771167013,9.466974627,21.93809364,5.63524699,2.480308516,0.543258463,-3.502430805,4.857700582,0.843187065,3.697114116,0.620106753,1.173902421,-3.654669083,3.941503188,-4.997670326,0.198012181,1.863305283,0.611475183,2.49237426,1.086132947,2.456000967,-1.097185465,-0.074332062,4.444488523,6.757532017
Djibouti,DJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.067450752,,0.112488428,0.151593805,-0.031767747,0.013264708,0.495241665,0.479043326,0.305457426,0.289528343,0.646649182,0.660629876,0.616772634,0.61709349,0.599332233,0.596129446,0.592742007,0.580649337,2.286739804,5.786694826,3.133262929,14.08394014,23.03889364,22.78584382,9.232551529,3.234153297,6.375384839,8.126150917,14.0004927,6.908370613,5.932712166,6.142062351,5.970135971,5.834973097,5.665500402,4.967739738,4.924947968,5.429540926
Dominica,DMA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.174394724,0,0,0,5.846002211,0.223394855,0.202705733,2.107055443,2.510629735,3.836275563,8.901448206,6.969897664,9.288404657,6.398705549,6.926654982,8.720488639,5.376214325,8.548493297,19.70426735,6.089942598,6.968841297,2.019505807,5.412224393,5.276719571,5.031081596,6.035672443,9.167236283,7.127981522,5.28078679,6.638668286,9.608273813,12.34169233,8.673672927,4.929207623,2.832782069,4.763904236,3.595402483,2.373018771,1.324188287,7.334736698,4.348025534,14.11091439,10.30841713,4.27100458,6.083370935,4.644924242
Dominican Republic,DOM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,4.819925951,3.900390039,2.188789373,1.471340839,1.832040196,1.775394532,1.51841073,1.558719016,1.343359243,0.31097694,1.371038114,1.054051552,-0.016933982,0.522742555,0.590822839,0.717601865,0.81670941,1.527359273,1.974210602,1.645082915,1.877383252,1.475904584,1.548419451,1.457834889,1.420988537,2.50880986,0.735680171,2.041718596,3.086440325,6.075464397,4.068990892,4.249306664,3.412259864,2.880554899,4.186290579,3.125981701,4.035656962,5.124249983,5.669685165,3.512768546,3.379490664,3.78684917,5.629224711,2.552400901,3.550612643,3.129776463,3.323574008,4.497484834,3.207863345,3.180971823,3.12082025,3.554306273,3.489247693
Ecuador,ECU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.095193109,5.88551542,2.536106489,1.343867004,1.163767366,1.232591986,-0.218875636,0.312887067,0.4076327,0.447261237,0.39146586,0.275093586,0.200704005,0.291503087,0.295639161,0.361535252,0.528922996,0.882009574,1.187568212,1.151839541,0.826811116,0.941811625,0.983738574,2.501330956,2.537928973,1.85193034,1.980782572,2.570657755,3.109081567,3.300590488,-0.127889942,2.20108486,2.743572519,2.6871311,2.28724133,1.188746055,0.579950851,0.380084251,1.712044864,0.493652336,0.23850542,0.814974201,0.645345742,0.76430549,0.759282222,1.332154559,0.764667286,0.603650423,1.291532939,0.905594789,1.102531482,0.609707409,0.720595897
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.008455397,0.026831502,0.000322593,0.006931699,0.001408609,0.068774733,0.458095934,0.727581477,2.148072469,6.749429233,2.53017092,3.399750059,1.061542574,1.582368423,2.146356602,3.015277403,2.951091027,2.342602497,3.401931818,3.144613176,1.707814196,0.676690667,1.096617326,1.058425258,2.420132571,0.994028431,0.940414996,1.135375893,1.268437022,1.174392815,1.236997207,0.527384723,0.759753233,0.295683832,1.590836184,5.999509006,9.348567266,8.876336063,5.831412619,3.54835118,2.916016576,-0.204542849,1.002340718,1.453434208,1.509250423,2.102581284,2.438562781,2.983015509,3.100400776,2.82732945,1.52462949,1.206178611,2.39118081
El Salvador,SLV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.326589697,0.590159512,0.522267583,0.41599645,1.206569501,0.695284764,0.556634058,0.633660114,0.746812619,-0.287558762,0.16452339,-0.166414514,-0.029418781,0.800833277,0.337549664,0.32628414,0.639867088,0.462854674,0.404784863,0.328437623,0.039403331,0.479414651,0.263348136,0.24597877,,0.426333155,,0.577629027,10.08244914,1.912409009,1.471370927,2.270704149,3.711251875,1.066151837,2.646812423,3.477616002,1.507072861,9.114347436,5.020601116,2.094863995,-0.613406193,0.603930847,2.011239459,1.114908573,2.240895136,2.109978045,1.981980316,2.016884515,1.586204787,2.59024369,1.550466897,2.808694944,-0.001196436
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,-0.490043636,1.015924097,1.170052323,4.312322074,3.927971783,7.368396522,1.799758349,0.497340932,1.008609457,9.876772021,37.26105738,4.467705423,16.39251661,16.85947708,89.47561756,161.82376,12.08386883,74.12389603,24.84168907,14.77053652,64.38410045,17.89914523,27.76057529,7.729147203,9.360005331,4.654782916,9.507021305,-4.019628417,10.88795533,16.75815673,9.24740469,4.400756059,2.655943793,0.771291927,1.769558439,0.480381916,2.49839686,3.024184266,3.979952455,4.14417367,3.798831442,3.811503431
Eritrea,ERI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09599E-06,2.13733E-06,1.8808E-06,,5.287331825,5.94284422,0.006102196,12.080108,3.94553485,1.612451222,3.121553451,2.872718818,2.173353568,0.130327895,1.269492539,0.546786303,2.825700368,4.901180484,5.72501514,1.888618368,,,,,,,,,,,
Estonia,EST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.592689682,3.465317037,5.316787872,10.49664237,5.660895535,7.319237666,9.479181471,4.590599447,10.51492087,8.948635993,21.67437355,10.32826776,13.51119616,8.12295909,9.505903132,13.27763016,4.821007081,7.76458523,4.371527666,6.689355477,-3.125562736,3.845672837,6.446852166,4.024064024,9.822021038,11.52832233,19.79293743,4.015985791
Eswatini,SWZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,0.456600842,0.027037364,1.336302888,5.018763387,2.700421263,6.580936322,6.380822167,13.45853391,4.880246132,6.488321445,-2.535549473,-1.018264102,1.014393077,3.227414331,6.927799901,9.635918712,7.309478503,9.640002012,2.701042967,7.104250713,6.795566808,5.299231762,4.457293566,3.046290952,1.35491846,-0.892048929,9.684798276,6.348680142,5.215944277,1.901492111,6.48958961,-2.738929855,2.511910909,-1.442691053,3.677271256,1.080707012,3.209674209,1.835139781,3.056264773,2.047687134,0.541895495,1.778993276,0.582923699,0.775195421,0.703667259,-1.309289037,0.667098955,2.865310642,0.974016254,2.326715135,0.27865718
Ethiopia,ETH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.001620129,0.0396344,0.248414013,0.184499328,0.256553049,3.358739612,3.334141024,0.908732804,1.633514788,4.244759583,3.2480727,5.392122513,5.380415799,2.137800937,3.568235274,1.126470925,0.400997134,0.682729367,0.963030625,1.967356639,0.643172898,2.820408459,3.335691111,4.066488965,5.576203217,4.912701477,3.987719716,2.657360161,2.225385751,3.828306408,2.894692254
Faroe Islands,FRO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
